Id,ExecTime,l2Miss,tlbMiss
6,3859622,4843,8
7,4925270,130,5
8,4328595,9881,31
9,6457189,651,11
0,4017892,490,9
1,4036378,532,16
2,3613730,455,19
3,3662703,111,4
4,6451297,961,29
5,4551649,1125,19
6,3859757,4844,8
7,4925784,119,5
8,4328459,9877,31
9,6457027,623,11
0,4017054,486,9
1,4037595,537,16
2,3613622,455,19
3,3662433,113,4
4,6448729,950,29
5,4551540,1130,19
6,3859540,4843,8
7,4925081,131,5
8,4329054,9882,31
9,6457703,649,11
0,4023054,573,9
1,4043541,563,16
2,3616702,511,19
3,3662622,123,4
4,6454865,990,29
5,4556189,1187,19
6,3860892,4861,8
7,4925406,140,5
8,4328865,9892,31
9,6460487,906,11
0,4021108,546,9
1,4040810,548,17
2,3614486,468,19
3,3662703,120,4
4,6452811,964,29
5,4552595,1132,19
6,3861000,4868,8
7,4925297,139,5
8,4328892,9888,31
9,6457730,711,11
0,4018271,496,9
1,4039406,541,16
2,3664162,469,19
3,3664783,120,4
4,6452378,958,29
5,4552460,1131,19
6,3860568,4844,8
7,4925244,120,5
8,4328973,9881,31
9,6457325,708,11
0,4015649,488,9
1,4037432,546,16
2,3614594,461,19
3,3662433,114,4
4,6451324,959,29
5,4553109,1134,19
6,3860270,4827,8
7,4925000,135,5
8,4328675,9881,31
9,6457081,669,11
0,4015541,469,9
1,4036325,528,16
2,3614297,460,19
3,3662405,111,4
4,6451433,959,29
5,4552189,1128,19
6,3859865,4824,8
7,4925162,117,5
8,4329216,9876,31
9,6457405,614,11
0,4017433,491,9
1,4040541,536,16
2,3614460,460,19
3,3662676,112,4
4,6451216,953,29
5,4552190,1123,19
6,3859514,4821,8
7,4925135,133,5
8,4329378,9871,31
9,6457324,647,11
0,4014838,476,9
1,4040081,534,16
2,3614162,457,19
3,3662649,114,4
4,6453703,954,29
5,4552000,1121,19
6,3859243,4818,8
7,4925514,133,5
8,4328541,9871,31
9,6457324,644,11
0,4015135,478,9
1,4037081,536,16
2,3614783,457,19
3,3662865,116,5
4,6449243,943,29
5,4550919,1123,19
6,3860162,4825,8
7,4925054,113,5
8,4328946,9875,31
9,6457378,644,11
0,4023541,578,9
1,4048838,571,16
2,3616648,504,19
3,3662649,130,4
4,6453568,991,29
5,4555108,1164,19
6,3860756,4834,8
7,4925378,128,5
8,4328649,9888,31
9,6461271,1002,11
0,4020757,547,9
1,4033406,544,16
2,3614514,466,19
3,3662703,115,4
4,6452594,954,29
5,4552811,1137,19
6,3859648,4834,8
7,4925730,114,5
8,4329054,9881,31
9,6457729,735,11
0,4018297,496,9
1,4036541,535,16
2,3614189,460,19
3,3662810,114,4
4,6452324,967,29
5,4552433,1128,19
6,3860027,4848,8
7,4925162,115,5
8,4329054,9884,31
9,6457946,714,11
0,4013973,469,9
1,4040730,531,16
2,3614081,458,19
3,3662432,112,4
4,6450459,953,29
5,4552973,1121,19
6,3860406,4826,8
7,4925405,117,5
8,4328810,9878,31
9,6457324,663,11
0,4018648,505,9
1,4038973,541,16
2,3664027,461,19
3,3662379,108,4
4,6452892,962,29
5,4552108,1119,19
6,3859513,4825,8
7,4925108,129,5
8,4329027,9881,31
9,6457568,676,11
0,4015000,476,9
1,4041270,535,16
2,3614568,455,19
3,3664892,110,5
4,6452595,954,29
5,4550568,1121,19
6,3859649,4825,8
7,4925027,130,5
8,4328757,9879,31
9,6457378,692,11
0,4018162,497,9
1,4042405,524,16
2,3614270,460,19
3,3662595,108,4
4,6452757,965,29
5,4554027,1129,19
6,3859838,4840,8
7,4925379,130,5
8,4329324,9880,31
9,6457000,652,11
0,4015892,488,9
1,4041730,533,16
2,3613892,458,19
3,3662459,112,4
4,6451108,956,29
5,4553027,1124,19
6,3859973,4822,8
7,4925378,115,5
8,4329432,9876,31
9,6458595,669,11
0,4022540,566,9
1,4050054,570,16
2,3617054,504,19
3,3663162,129,4
4,6453594,986,29
5,4558459,1185,19
6,3859838,4832,8
7,4925486,139,5
8,4329352,9882,31
9,6461027,1032,11
0,4021730,551,9
1,4035486,545,16
2,3664973,476,19
3,3662676,123,4
4,6451540,967,29
5,4551838,1139,19
6,3860297,4830,8
7,4924973,120,5
8,4329351,9883,31
9,6459027,687,11
0,4016730,481,9
1,4036298,532,16
2,3614703,470,19
3,3662675,119,4
4,6451946,955,29
5,4552622,1135,19
6,3859676,4831,8
7,4925189,119,5
8,4329352,9883,31
9,6459081,660,11
0,4015730,479,9
1,4036460,528,16
2,3665298,465,19
3,3662919,115,5
4,6453406,960,29
5,4553081,1135,19
6,3859784,4850,8
7,4925486,134,5
8,4328703,9881,31
9,6457351,681,11
0,4016540,484,9
1,4037811,536,16
2,3614757,462,19
3,3662514,115,5
4,6451540,969,29
5,4550946,1127,19
6,3859973,4833,8
7,4925621,135,5
8,4329270,9879,31
9,6459000,684,11
0,4016297,480,9
1,4039135,530,16
2,3613811,457,19
3,3662406,114,4
4,6450621,951,29
5,4554351,1124,19
6,3859621,4830,8
7,4925622,135,5
8,4329297,9881,31
9,6457622,674,11
0,4015000,472,9
1,4038270,532,16
2,3614703,466,19
3,3662378,115,4
4,6449352,955,29
5,4552135,1125,19
6,3859865,4826,8
7,4925676,118,5
8,4328919,9882,31
9,6457352,659,11
0,4018000,488,9
1,4042271,538,16
2,3614243,466,19
3,3662568,115,4
4,6450270,961,29
5,4550676,1121,19
6,3860081,4838,8
7,4925865,135,5
8,4328946,9882,31
9,6457000,633,11
0,4022649,583,9
1,4046433,559,16
2,3616135,519,19
3,3662811,126,4
4,6453270,989,29
5,4557324,1189,19
6,3860000,4843,8
7,4925054,142,5
8,4328892,9889,31
9,6460892,926,11
0,4022108,543,9
1,4044324,559,16
2,3614946,471,19
3,3662648,114,4
4,6451054,966,29
5,4552379,1138,19
6,3860433,4850,8
7,4925513,118,5
8,4328595,9881,31
9,6457784,747,11
0,4017216,503,9
1,4050973,541,16
2,3614919,469,19
3,3662595,116,4
4,6450973,961,29
5,4551406,1124,19
6,3859324,4832,8
7,4925649,127,5
8,4329163,9879,31
9,6459946,745,11
0,4016108,482,9
1,4035270,541,16
2,3663973,464,19
3,3662459,116,5
4,6451405,950,29
5,4553622,1129,19
6,3859568,4828,8
7,4925271,114,5
8,4329162,9878,31
9,6459568,726,11
0,4017216,489,9
1,4044352,537,16
2,3664270,466,19
3,3662730,117,4
4,6451352,957,29
5,4554838,1140,19
6,3860351,4831,8
7,4925162,133,5
8,4329162,9882,31
9,6457594,687,11
0,4016649,493,9
1,4044054,539,16
2,3663594,461,19
3,3662541,117,5
4,6448622,958,29
5,4553135,1138,19
6,3860162,4829,8
7,4925379,132,5
8,4329027,9881,31
9,6457459,715,11
0,4016028,480,9
1,4045217,545,16
2,3663432,458,19
3,3662216,116,5
4,6451244,956,29
5,4553325,1127,19
6,3859811,4847,8
7,4925244,133,5
8,4328973,9877,31
9,6457162,666,11
0,4016271,480,9
1,4041325,542,16
2,3614000,457,19
3,3664378,112,4
4,6450216,943,29
5,4552595,1123,19
6,3860189,4817,8
7,4925351,136,5
8,4328865,9875,31
9,6458838,616,11
0,4022946,562,9
1,4045108,558,16
2,3615649,502,19
3,3662973,124,4
4,6454243,995,29
5,4557730,1175,19
6,3860594,4864,8
7,4925946,143,5
8,4329351,9882,31
9,6461703,1040,11
0,4019919,539,9
1,4044919,547,16
2,3614622,463,19
3,3662784,112,5
4,6450648,969,29
5,4554595,1145,19
6,3859378,4827,8
7,4925730,138,5
8,4328594,9886,31
9,6457811,753,11
0,4016865,489,9
1,4042514,540,16
2,3614405,466,19
3,3662622,115,4
4,6450108,960,29
5,4553946,1124,19
6,3859541,4826,8
7,4925297,115,5
8,4329135,9878,31
9,6457676,699,11
0,4018892,498,9
1,4041756,536,16
2,3613973,464,19
3,3662784,119,5
4,6449162,954,29
5,4553459,1129,19
6,3859108,4839,8
7,4925486,120,5
8,4329135,9882,31
9,6457838,678,11
0,4016973,487,9
1,4033459,529,16
2,3663757,460,19
3,3662379,115,5
4,6451973,960,29
5,4551838,1116,19
6,3860027,4855,8
7,4925108,116,5
8,4328838,9881,31
9,6457838,691,11
0,4019784,499,9
1,4035324,534,16
2,3613891,456,19
3,3662216,113,5
4,6449892,950,29
5,4550703,1115,19
6,3859703,4840,8
7,4925216,114,5
8,4328729,9880,31
9,6458108,737,11
0,4019351,504,9
1,4039297,528,16
2,3614081,460,19
3,3662703,114,5
4,6451946,960,29
5,4551919,1111,19
6,3859946,4841,8
7,4925216,112,5
8,4328595,9881,31
9,6457081,672,11
0,4017190,482,9
1,4040270,527,16
2,3613621,455,19
3,3662216,109,4
4,6450837,959,29
5,4551675,1121,19
6,3860162,4840,8
7,4924837,113,5
8,4328810,9880,31
9,6457379,686,11
0,4024486,570,9
1,4044568,573,16
2,3616432,499,19
3,3662648,125,5
4,6453027,990,29
5,4556649,1173,19
6,3860486,4830,8
7,4924973,119,5
8,4329135,9882,31
9,6460730,1000,11
0,4019946,551,9
1,4040378,550,16
2,3614297,464,19
3,3662703,113,4
4,6450892,962,29
5,4554081,1141,19
6,3860081,4838,8
7,4925217,118,5
8,4329108,9881,31
9,6459189,689,11
0,4017352,496,9
1,4040054,540,16
2,3664243,454,19
3,3662162,108,4
4,6452325,959,29
5,4553000,1130,19
6,3860541,4851,8
7,4925433,115,5
8,4329000,9881,31
9,6459189,688,11
0,4014081,456,9
1,4042189,542,16
2,3614027,450,19
3,3662486,112,4
4,6452243,955,29
5,4553081,1119,19
6,3860513,4842,8
7,4925027,114,5
8,4329162,9876,31
9,6459297,656,11
0,4017486,488,9
1,4042595,526,16
2,3614189,450,19
3,3662405,111,4
4,6449891,949,29
5,4553568,1128,19
6,3860027,4828,8
7,4925135,117,5
8,4328811,9877,31
9,6458487,631,11
0,4015297,469,9
1,4040919,536,16
2,3663729,446,19
3,3664892,111,5
4,6451487,955,29
5,4552216,1124,19
6,3859838,4827,8
7,4925162,114,5
8,4328946,9877,31
9,6458730,675,11
0,4016081,486,9
1,4040352,539,16
2,3664162,459,19
3,3662432,113,5
4,6451541,948,29
5,4553189,1134,19
6,3859567,4826,8
7,4925163,115,5
8,4328946,9879,31
9,6459243,751,11
0,4015675,478,9
1,4036973,534,16
2,3614433,457,19
3,3662108,110,5
4,6448135,941,29
5,4551837,1119,19
6,3859946,4855,8
7,4924919,116,5
8,4329027,9878,31
9,6458838,666,11
0,4023892,582,9
1,4043000,562,16
2,3616649,508,19
3,3662676,124,4
4,6453217,988,29
5,4557838,1201,19
6,3860892,4853,8
7,4925567,121,5
8,4329352,9889,31
9,6461162,1002,11
0,4019730,543,9
1,4029649,533,16
2,3614756,466,19
3,3662784,115,4
4,6451892,970,29
5,4554027,1152,19
6,3860081,4857,8
7,4925784,124,5
8,4329108,9881,31
9,6459190,779,11
0,4017135,499,9
1,4039811,537,16
2,3614136,463,19
3,3664784,113,5
4,6450567,958,29
5,4553973,1137,19
6,3860000,4860,8
7,4925405,114,5
8,4328838,9885,31
9,6458649,763,11
0,4017189,503,9
1,4038649,538,16
2,3614190,450,19
3,3662217,111,5
4,6451324,958,29
5,4553487,1140,19
6,3859270,4843,8
7,4925054,114,5
8,4329000,9881,31
9,6458810,685,11
0,4018405,491,9
1,4035405,534,16
2,3614108,454,19
3,3662378,114,4
4,6449757,959,29
5,4552486,1136,19
6,3859865,4843,8
7,4925054,117,5
8,4329163,9877,31
9,6457081,707,11
0,4019135,494,9
1,4036379,533,16
2,3614135,456,19
3,3662540,112,5
4,6450027,953,29
5,4552838,1135,19
6,3860487,4835,8
7,4925270,131,5
8,4329000,9879,31
9,6456838,661,11
0,4016325,480,9
1,4037297,525,16
2,3613703,457,19
3,3662675,114,4
4,6452270,954,29
5,4551756,1134,19
6,3859892,4841,8
7,4925108,133,5
8,4328784,9879,31
9,6457000,690,11
0,4017892,498,9
1,4045027,541,16
2,3663919,454,19
3,3662973,113,4
4,6450351,959,29
5,4553594,1140,19
6,3860406,4840,8
7,4925217,131,5
8,4328649,9876,31
9,6458567,628,11
0,4022892,558,9
1,4043135,560,16
2,3665730,501,19
3,3662703,119,4
4,6453513,983,29
5,4557135,1191,19
6,3861459,4867,8
7,4925865,145,5
8,4328784,9881,31
9,6460297,952,11
0,4021298,547,9
1,4034216,551,16
2,3614054,461,19
3,3662757,118,5
4,6452433,973,29
5,4553621,1147,19
6,3861298,4850,8
7,4925514,144,5
8,4329000,9874,31
9,6458729,695,11
0,4017324,490,9
1,4044135,534,16
2,3614189,465,19
3,3662514,115,4
4,6452135,962,29
5,4553000,1134,19
6,3860189,4866,8
7,4925730,140,5
8,4328973,9875,31
9,6459189,672,11
0,4016351,484,9
1,4044325,542,16
2,3614135,460,19
3,3665135,115,5
4,6450108,966,29
5,4552891,1132,19
6,3860324,4843,8
7,4924757,113,5
8,4328460,9880,31
9,6456621,735,11
0,4016162,484,9
1,4035000,532,16
2,3614109,460,19
3,3662162,111,4
4,6449568,955,29
5,4552649,1131,19
6,3860081,4839,8
7,4925217,136,5
8,4329379,9883,31
9,6457271,735,11
0,4017243,486,9
1,4037622,531,16
2,3613946,461,19
3,3662351,115,4
4,6450351,954,29
5,4554135,1130,19
6,3859838,4824,8
7,4925216,136,5
8,4328892,9879,31
9,6457513,706,11
0,4017244,493,9
1,4035406,522,16
2,3613730,457,19
3,3662730,115,5
4,6450000,950,29
5,4554054,1126,19
6,3859703,4843,8
7,4925162,133,5
8,4328676,9879,31
9,6457271,696,11
0,4017432,487,9
1,4038757,529,16
2,3613838,457,19
3,3662595,112,4
4,6450811,959,29
5,4553081,1128,19
6,3859811,4826,8
7,4924973,130,5
8,4328703,9877,31
9,6456811,697,11
0,4024459,571,9
1,4043271,561,16
2,3616351,514,19
3,3662703,125,4
4,6454351,994,29
5,4557162,1166,19
6,3860135,4832,8
7,4925486,138,5
8,4328811,9889,31
9,6459324,979,11
0,4021919,557,9
1,4037162,552,16
2,3614676,477,19
3,3662486,115,4
4,6451919,969,29
5,4554027,1147,19
6,3860702,4829,8
7,4925568,136,5
8,4328649,9877,31
9,6457648,709,11
0,4016432,497,9
1,4036946,524,17
2,3614351,466,19
3,3662486,115,5
4,6450568,957,29
5,4552486,1121,19
6,3859621,4819,8
7,4925189,117,5
8,4328973,9882,31
9,6457568,741,11
0,4015000,472,9
1,4041027,534,16
2,3614783,465,19
3,3662703,113,4
4,6449027,945,29
5,4551243,1124,19
6,3860135,4817,8
7,4924811,132,5
8,4329216,9879,31
9,6456946,664,11
0,4017892,500,9
1,4036324,530,16
2,3614162,459,19
3,3662486,115,4
4,6451649,960,29
5,4552514,1128,19
6,3859325,4817,8
7,4924865,116,5
8,4329027,9878,31
9,6458405,670,11
0,4017676,488,9
1,4040135,531,16
2,3614162,455,19
3,3662730,112,5
4,6452054,956,29
5,4551324,1120,19
6,3860054,4851,8
7,4924973,131,5
8,4328946,9874,31
9,6456757,649,11
0,4018432,496,9
1,4036217,528,16
2,3664541,457,19
3,3662486,114,4
4,6448973,949,29
5,4552054,1133,19
6,3860189,4832,8
7,4925432,135,5
8,4328648,9873,31
9,6457459,727,11
0,4015244,478,9
1,4042297,533,16
2,3614270,458,19
3,3662378,116,5
4,6453487,947,29
5,4551892,1117,19
6,3859297,4832,8
7,4925378,116,5
8,4329189,9875,31
9,6457081,699,11
0,4024243,577,9
1,4038730,558,16
2,3615892,501,19
3,3662486,120,4
4,6454865,987,29
5,4556513,1180,19
6,3860108,4830,8
7,4925513,141,5
8,4328757,9886,31
9,6459568,926,11
0,4022325,554,9
1,4040243,548,16
2,3614243,463,19
3,3662648,116,5
4,6451541,968,29
5,4552621,1126,19
6,3860324,4836,8
7,4924919,121,5
8,4328919,9884,31
9,6457189,684,11
0,4018352,501,9
1,4037676,518,16
2,3613540,454,19
3,3662757,116,4
4,6452270,967,29
5,4552000,1128,19
6,3859973,4836,8
7,4925189,115,5
8,4328649,9881,31
9,6457162,694,11
0,4016406,486,9
1,4038081,526,16
2,3613649,454,19
3,3662837,110,4
4,6450784,965,29
5,4552541,1128,19
6,3859568,4832,8
7,4925243,132,5
8,4328703,9877,31
9,6457379,744,11
0,4015487,477,9
1,4041865,522,17
2,3663973,458,19
3,3662487,112,5
4,6451703,965,29
5,4552270,1119,19
6,3859919,4824,8
7,4925054,113,5
8,4328783,9881,31
9,6457135,699,11
0,4017838,500,9
1,4039027,528,16
2,3613514,456,19
3,3662081,111,5
4,6451892,963,29
5,4552054,1119,19
6,3859514,4824,8
7,4925460,117,5
8,4329027,9879,31
9,6457027,691,11
0,4017108,489,9
1,4042811,530,16
2,3613729,450,19
3,3662567,111,4
4,6451189,966,29
5,4551243,1123,19
6,3859703,4841,8
7,4925675,120,5
8,4328784,9881,31
9,6457405,748,11
0,4016486,483,9
1,4039135,536,16
2,3613784,454,19
3,3662324,111,5
4,6451892,953,29
5,4550756,1116,19
6,3860108,4823,8
7,4925622,135,5
8,4329405,9881,31
9,6456919,714,11
0,4023756,569,9
1,4048919,564,16
2,3616567,511,19
3,3662811,127,4
4,6453838,988,29
5,4555567,1176,19
6,3859892,4837,8
7,4925648,145,5
8,4328784,9878,31
9,6461406,1040,11
0,4021379,537,9
1,4032784,544,16
2,3615351,471,19
3,3662811,117,4
4,6452351,972,29
5,4554216,1147,19
6,3859675,4857,8
7,4924865,120,5
8,4328811,9881,31
9,6459244,747,11
0,4018108,500,9
1,4041432,547,16
2,3614324,467,19
3,3662675,116,5
4,6452784,954,29
5,4551892,1129,19
6,3860081,4828,8
7,4925270,132,5
8,4328892,9875,31
9,6458676,691,11
0,4017703,490,9
1,4040135,542,16
2,3614190,460,19
3,3662541,114,4
4,6449784,954,29
5,4553054,1134,19
6,3859729,4829,8
7,4925027,131,5
8,4328649,9876,31
9,6459054,676,11
0,4018081,499,9
1,4036324,535,16
2,3614973,469,19
3,3662784,117,4
4,6450811,960,29
5,4553189,1132,19
6,3859460,4834,8
7,4925324,115,5
8,4328730,9879,31
9,6458757,708,11
0,4017676,479,9
1,4036135,546,16
2,3614459,461,19
3,3662649,114,5
4,6449973,956,29
5,4553919,1127,19
6,3859324,4846,8
7,4925567,117,5
8,4329351,9879,31
9,6458459,667,11
0,4017676,491,9
1,4042433,540,16
2,3614405,464,19
3,3662108,112,4
4,6449919,949,29
5,4552973,1121,19
6,3859540,4831,8
7,4925216,113,5
8,4329513,9879,31
9,6458621,664,11
0,4017297,490,9
1,4043162,544,16
2,3614270,458,19
3,3662432,116,5
4,6449946,954,29
5,4551919,1123,19
6,3860729,4828,8
7,4925028,113,5
8,4328730,9877,31
9,6458945,670,11
0,4022946,557,9
1,4044027,551,16
2,3616730,514,19
3,3663189,132,5
4,6453054,987,29
5,4555973,1175,19
6,3859919,4832,8
7,4925135,121,5
8,4329000,9882,31
9,6461081,962,11
0,4019405,525,9
1,4035919,544,16
2,3614703,467,19
3,3662514,115,4
4,6451973,971,29
5,4553595,1142,19
6,3859757,4841,8
7,4925325,140,5
8,4328865,9882,31
9,6459919,751,11
0,4018216,497,9
1,4040027,521,16
2,3614514,461,19
3,3662540,113,4
4,6452135,967,29
5,4552054,1135,19
6,3859946,4828,8
7,4925540,117,5
8,4328811,9882,31
9,6458729,666,11
0,4017784,500,9
1,4042216,532,16
2,3664541,462,19
3,3662541,111,4
4,6450865,963,29
5,4554433,1136,19
6,3859567,4840,8
7,4925649,135,5
8,4329027,9880,31
9,6459297,719,11
0,4015676,483,9
1,4043055,533,16
2,3615216,462,19
3,3662568,112,5
4,6449378,947,29
5,4552378,1127,19
6,3860433,4844,8
7,4925163,115,5
8,4329541,9874,31
9,6459514,672,11
0,4016946,491,9
1,4037027,532,16
2,3614676,451,19
3,3662486,113,4
4,6450595,954,29
5,4554081,1128,19
6,3860000,4839,8
7,4925378,131,5
8,4329243,9876,31
9,6459190,672,11
0,4017135,480,9
1,4033730,529,16
2,3614135,446,19
3,3662838,113,4
4,6449108,938,29
5,4553594,1123,19
6,3860027,4861,8
7,4925405,130,5
8,4328892,9877,31
9,6458892,657,11
0,4017757,494,9
1,4040027,530,16
2,3613865,450,19
3,3662243,109,4
4,6449216,956,29
5,4553432,1136,19
6,3860730,4843,8
7,4925487,112,5
8,4328595,9875,31
9,6457270,648,11
0,4024730,561,9
1,4045973,568,16
2,3616379,504,19
3,3662730,122,4
4,6452541,979,29
5,4556000,1171,19
6,3859703,4846,8
7,4925540,138,5
8,4328378,9883,31
9,6460784,930,11
0,4019567,539,9
1,4039757,536,16
2,3614567,460,19
3,3662432,111,5
4,6452136,960,29
5,4552405,1124,19
6,3860352,4862,8
7,4925514,118,5
8,4328648,9880,31
9,6458081,678,11
0,4017919,499,9
1,4035027,527,16
2,3613811,454,19
3,3662865,116,5
4,6450271,958,29
5,4554865,1134,19
6,3859784,4842,8
7,4925703,138,5
8,4328973,9877,31
9,6458757,725,11
0,4015459,478,9
1,4035702,531,16
2,3613838,452,19
3,3662622,113,4
4,6450406,949,29
5,4555270,1136,19
6,3859756,4844,8
7,4925568,132,5
8,4328919,9877,31
9,6457514,687,11
0,4016540,483,9
1,4037379,527,16
2,3614216,456,19
3,3662757,114,5
4,6450108,955,29
5,4554460,1124,19
6,3859864,4861,8
7,4925730,117,5
8,4329108,9879,31
9,6459432,719,11
0,4017595,494,9
1,4038459,538,16
2,3614000,456,19
3,3662162,111,5
4,6451513,956,29
5,4553676,1128,19
6,3859919,4844,8
7,4925676,131,5
8,4329324,9876,31
9,6457865,713,11
0,4016784,486,9
1,4045027,537,16
2,3614189,456,19
3,3662811,116,4
4,6450892,960,29
5,4553541,1133,19
6,3860000,4822,8
7,4925540,119,5
8,4328919,9876,31
9,6459243,755,11
0,4016892,490,9
1,4042298,525,16
2,3614162,457,19
3,3664891,113,4
4,6450946,961,29
5,4552621,1134,19
6,3859459,4822,8
7,4925621,121,5
8,4329000,9884,31
9,6459216,732,11
0,4022594,555,9
1,4043892,563,16
2,3615729,495,19
3,3662919,122,4
4,6453217,988,29
5,4555298,1165,19
6,3859892,4824,8
7,4925162,121,5
8,4329081,9882,31
9,6459540,938,11
0,4022567,570,9
1,4036703,546,16
2,3614675,465,19
3,3662595,121,4
4,6451514,963,29
5,4556135,1160,19
6,3859783,4832,8
7,4925216,126,5
8,4329189,9885,31
9,6457621,751,11
0,4017027,487,9
1,4040595,536,16
2,3614811,459,19
3,3662810,121,5
4,6450000,949,29
5,4554621,1125,19
6,3860217,4833,8
7,4925621,137,5
8,4329054,9880,31
9,6458540,723,11
0,4016973,490,9
1,4040783,545,17
2,3614271,459,19
3,3662216,114,5
4,6450081,946,29
5,4552000,1120,19
6,3860162,4827,8
7,4925513,139,5
8,4329027,9879,31
9,6457459,690,11
0,4017865,498,9
1,4034730,540,16
2,3613892,459,19
3,3662433,114,4
4,6449784,947,29
5,4553838,1130,19
6,3860054,4833,8
7,4925108,138,5
8,4328865,9880,31
9,6459243,709,11
0,4017352,486,9
1,4039784,538,16
2,3613919,460,19
3,3662595,114,5
4,6449730,952,29
5,4552919,1119,19
6,3860568,4831,8
7,4924946,117,5
8,4328865,9884,31
9,6459351,657,11
0,4016270,492,9
1,4032406,535,16
2,3613892,459,19
3,3662459,114,4
4,6449973,951,29
5,4553027,1129,19
6,3860135,4849,8
7,4925351,131,5
8,4328702,9881,31
9,6457730,732,11
0,4016108,480,9
1,4043433,530,16
2,3614271,462,19
3,3663189,119,4
4,6449675,941,29
5,4552135,1121,19
6,3859757,4845,8
7,4925270,130,5
8,4329135,9876,31
9,6458919,635,11
0,4021081,559,9
1,4044784,557,16
2,3616270,510,19
3,3662973,123,4
4,6452216,981,29
5,4556135,1174,19
6,3859784,4850,8
7,4925595,129,5
8,4329162,9884,31
9,6460946,957,11
0,4021567,540,9
1,4036892,545,16
2,3614892,473,19
3,3662514,114,5
4,6450081,961,29
5,4554162,1149,19
6,3861000,4855,8
7,4925459,116,5
8,4329081,9878,31
9,6457973,719,11
0,4015513,480,9
1,4040837,529,16
2,3614648,473,19
3,3662135,111,5
4,6449784,944,29
5,4553379,1121,19
6,3860541,4849,8
7,4925135,112,5
8,4329135,9880,31
9,6457352,734,11
0,4015135,480,9
1,4044108,536,16
2,3614433,459,19
3,3662000,112,4
4,6450108,952,29
5,4553270,1119,19
6,3860135,4847,8
7,4925189,112,5
8,4328703,9880,31
9,6458217,653,11
0,4015486,478,9
1,4038838,529,16
2,3614298,464,19
3,3662541,116,4
4,6449027,941,29
5,4551675,1120,19
6,3860216,4850,8
7,4925325,131,5
8,4329081,9879,31
9,6457351,710,11
0,4017109,490,9
1,4042756,534,16
2,3614757,465,19
3,3662432,114,4
4,6451108,946,29
5,4551513,1124,19
6,3860405,4846,8
7,4925135,115,5
8,4329324,9875,31
9,6459649,786,11
0,4015459,476,9
1,4040243,539,16
2,3664649,462,19
3,3662649,114,4
4,6449486,946,29
5,4552243,1115,19
6,3859811,4843,8
7,4924514,111,5
8,4329163,9876,31
9,6457784,719,11
0,4015919,478,9
1,4038757,542,16
2,3614162,456,19
3,3662568,113,4
4,6448891,939,29
5,4552459,1122,19
6,3859676,4821,8
7,4924567,111,5
8,4328621,9878,31
9,6457108,649,11
0,4022054,562,9
1,4044135,558,16
2,3616513,506,19
3,3662757,120,4
4,6452136,983,29
5,4557675,1177,19
6,3860189,4827,8
7,4924973,137,5
8,4329352,9882,31
9,6461081,980,11
0,4019324,527,9
1,4036973,542,16
2,3614757,470,19
3,3662432,115,4
4,6452703,971,29
5,4553838,1140,19
6,3860000,4834,8
7,4925081,128,5
8,4328946,9878,31
9,6457460,666,11
0,4017838,494,9
1,4037054,531,16
2,3614486,466,19
3,3662703,116,4
4,6450946,972,29
5,4553000,1127,19
6,3859919,4851,8
7,4925784,132,5
8,4328838,9879,31
9,6457730,709,11
0,4014811,471,9
1,4037784,530,16
2,3614432,463,19
3,3662378,115,4
4,6449324,948,29
5,4551487,1119,19
6,3860081,4825,8
7,4924973,115,5
8,4329271,9878,31
9,6458216,717,11
0,4016243,480,9
1,4039351,528,16
2,3664298,469,19
3,3662351,112,4
4,6451460,961,29
5,4551000,1110,19
6,3860460,4843,8
7,4925135,131,5
8,4328784,9880,31
9,6457487,655,11
0,4015432,473,9
1,4038595,527,16
2,3614487,467,19
3,3662567,111,4
4,6449460,948,29
5,4550324,1109,19
6,3859864,4845,8
7,4924892,112,5
8,4328973,9878,31
9,6456892,624,11
0,4018622,499,9
1,4040297,524,16
2,3664135,469,19
3,3662594,111,4
4,6451108,960,29
5,4551838,1123,19
6,3859784,4857,8
7,4924892,129,5
8,4328649,9875,31
9,6457000,631,11
0,4017892,490,9
1,4035946,524,16
2,3614459,471,19
3,3662270,111,4
4,6450730,954,29
5,4551757,1120,19
6,3860000,4834,8
7,4925054,134,5
8,4328864,9877,31
9,6457325,661,11
0,4024298,574,9
1,4044757,562,16
2,3616352,508,19
3,3662406,122,5
4,6454432,983,29
5,4557135,1174,19
6,3860054,4830,8
7,4924973,137,5
8,4329054,9883,31
9,6460919,982,11
0,4021000,536,9
1,4044027,550,16
2,3614973,476,19
3,3662324,112,5
4,6450379,956,29
5,4554459,1134,19
6,3860351,4847,8
7,4925432,131,5
8,4329189,9873,31
9,6458838,640,11
0,4016460,491,9
1,4037622,535,16
2,3664784,461,19
3,3662460,114,4
4,6450325,959,29
5,4552919,1116,19
6,3859567,4838,8
7,4924811,115,5
8,4329135,9876,31
9,6459487,736,11
0,4013648,464,9
1,4040973,536,16
2,3614405,457,19
3,3662568,113,5
4,6450351,949,29
5,4552865,1125,19
6,3859702,4839,8
7,4924811,109,5
8,4328783,9874,31
9,6459621,706,11
0,4016865,486,9
1,4039676,535,16
2,3614540,456,19
3,3662703,113,4
4,6451162,955,29
5,4551351,1117,19
6,3859621,4843,8
7,4925540,133,5
8,4328946,9875,31
9,6457243,691,11
0,4014838,467,9
1,4047027,533,17
